,Customer ID,Gender,Age,Married,Dependents,Senior Citizen,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Avg Monthly GB Download,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Churn
645,7690-KPNCU,1,20,1,0,0,64,1,0,1,71,1,1,1,1,1,73.05,4688.65,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
646,5837-LXSDN,0,63,1,1,0,21,1,0,1,30,1,0,0,1,1,58.85,1215.45,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
647,5701-SVCWR,0,45,0,1,0,1,1,1,0,0,0,0,0,0,0,24.0,24.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
648,5012-YSPJJ,1,20,1,1,0,31,1,0,1,71,0,0,0,1,0,54.35,1647.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
649,3910-MRQOY,0,28,1,0,0,72,1,0,0,0,0,0,0,0,0,19.4,1496.45,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
650,2215-ZAFGX,1,35,0,0,0,9,1,1,1,14,1,0,0,1,1,85.5,791.7,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
651,8414-OOEEL,1,48,0,1,0,66,1,0,1,23,1,1,1,1,1,79.5,5196.1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
652,7925-PNRGI,0,51,1,1,0,45,1,1,1,11,1,0,0,1,0,81.3,3541.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
653,1722-LDZJS,1,38,1,1,0,53,1,0,0,0,0,0,0,0,0,20.2,1068.15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
654,4716-MRVEN,0,30,0,0,0,29,1,0,0,0,0,0,0,0,0,20.0,599.3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
655,5701-GUXDC,0,24,1,0,0,26,0,0,1,51,0,0,0,1,0,35.4,978.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
656,3806-YAZOV,0,44,0,0,0,3,1,0,0,0,0,0,0,0,0,18.8,56.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
657,2921-XWDJH,0,76,1,0,1,38,1,0,1,15,0,1,0,1,1,83.45,3147.15,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
658,7302-ZHMHP,0,35,0,0,0,1,1,0,0,0,0,0,0,0,0,19.15,19.15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
659,5156-UMKOW,0,44,0,1,0,3,0,0,1,53,0,0,0,1,0,29.65,90.05,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
660,7159-FVYPK,0,23,1,1,0,3,1,1,1,73,1,0,0,0,1,69.15,235.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
661,1094-BKOSX,0,52,1,1,0,45,0,0,1,19,0,1,1,1,0,51.0,2264.5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
662,0621-HJWXJ,0,54,1,0,0,63,1,1,1,24,0,0,0,1,1,81.55,5029.05,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
663,8181-YHCMF,0,44,1,0,0,68,0,0,1,15,1,1,1,1,0,60.3,4109.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
664,3605-JISKB,1,67,1,0,1,55,1,1,1,23,0,0,0,1,0,60.0,3316.1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
665,5348-CAGXB,1,60,0,0,0,12,1,1,1,22,1,0,0,1,1,89.55,1021.75,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
666,5546-QUERU,1,42,0,0,0,13,1,0,0,0,0,0,0,0,1,19.95,257.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
667,3352-ALMCK,1,42,0,0,0,40,1,1,1,29,1,1,1,1,1,102.65,4108.15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
668,8631-XVRZL,1,40,0,0,0,9,1,0,0,0,0,0,0,0,1,20.15,163.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
669,9169-BSVIN,1,21,0,0,0,12,1,1,1,53,1,1,1,1,0,74.75,827.05,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
670,7168-HDQHG,0,56,1,1,0,36,1,0,0,0,0,0,0,0,0,19.2,702.9,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
671,5820-PTRYM,0,75,1,0,1,56,1,1,1,18,0,0,0,1,1,68.45,4014.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
672,3071-VBYPO,1,38,1,1,0,3,1,0,1,12,1,0,0,1,0,89.85,248.4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
673,4909-JOUPP,1,76,1,0,1,72,1,1,1,3,1,1,1,1,0,109.7,7898.45,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
674,3190-ITQXP,0,42,1,1,0,46,1,0,0,0,0,0,0,0,0,20.25,890.35,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
675,6368-NWMCE,0,61,0,0,0,38,1,1,1,24,0,1,1,1,0,68.15,2656.3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
676,0378-CJKPV,0,56,1,0,0,72,1,1,1,18,1,1,1,1,0,112.1,7965.95,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
677,9677-AVKED,0,55,0,1,0,53,1,1,1,18,1,1,1,1,1,84.6,4449.75,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
678,6728-WYQBC,1,52,0,0,0,1,1,0,0,0,0,0,0,0,0,20.95,20.95,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
679,5793-YOLJN,0,53,1,1,0,55,1,0,0,0,0,0,0,0,0,21.0,1210.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
680,2057-BOYKM,0,70,1,0,1,72,1,1,1,20,0,0,0,1,1,96.6,6827.5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
681,5924-SNGKP,0,39,0,0,0,41,1,0,0,0,0,0,0,0,1,20.25,865.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
682,6963-KQYQB,0,24,1,1,0,70,1,1,0,0,0,0,0,0,0,24.05,1764.75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
683,1728-BQDMA,0,22,0,0,0,2,1,0,1,59,0,0,0,1,0,44.45,82.7,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
684,1622-HSHSF,0,44,0,0,0,1,1,0,0,0,0,0,0,0,1,19.55,19.55,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
685,6195-MELTI,1,57,0,0,0,57,1,0,1,20,0,0,0,1,1,54.65,3134.7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
686,1751-NCDLI,1,74,1,0,1,46,1,1,1,22,1,1,0,1,1,98.85,4564.9,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
687,6599-SFQVE,0,27,0,0,0,6,1,0,1,58,0,1,1,1,1,55.0,340.4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
688,4619-EVPHY,0,65,1,0,1,20,1,0,1,2,1,1,1,1,1,91.0,1859.5,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
689,7634-WSWDB,0,22,0,1,0,8,0,0,1,51,0,1,1,1,1,38.5,330.8,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
690,4906-ZHGPK,1,49,1,0,0,54,1,1,1,28,1,0,0,1,1,70.7,3770.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
691,1937-OTUKY,0,32,1,0,0,72,1,1,1,3,1,0,0,1,1,98.2,7015.9,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
692,7560-QRBXH,0,32,0,0,0,48,1,0,0,0,0,0,0,0,0,19.95,936.7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
693,8246-SHFGA,1,24,0,0,0,17,1,0,0,0,0,0,0,0,0,21.1,385.55,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
694,7363-QTBIW,0,24,1,0,0,9,1,0,1,59,0,1,1,1,1,79.75,769.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
695,1248-DYXUB,1,42,1,1,0,52,1,1,0,0,0,0,0,0,0,24.8,1229.1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
696,7041-TXQJH,0,64,0,0,0,37,0,0,1,6,0,1,1,1,1,40.2,1478.85,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
697,0815-MFZGM,0,54,1,0,0,42,1,0,1,17,1,1,1,1,1,99.0,4135.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
698,7617-EYGLW,1,62,0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
699,8584-KMVXD,0,64,0,0,0,8,1,0,1,17,0,0,0,0,0,75.6,535.55,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
700,4947-DSMXK,1,28,1,1,0,34,1,1,1,52,1,1,1,1,1,97.7,3410.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
701,0274-JKUJR,1,21,1,1,0,7,0,0,1,47,1,1,1,1,0,58.85,465.7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
702,5081-NWSUP,0,54,0,0,0,10,1,0,1,5,0,1,1,1,0,64.9,685.55,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
703,2242-MFOTG,1,29,0,0,0,33,1,1,1,48,0,0,0,1,0,80.1,2603.3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
704,9000-PLFUZ,0,70,1,0,1,60,0,0,1,22,1,1,0,0,1,49.45,2907.55,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
705,8875-AKBYH,1,78,0,0,1,20,1,1,1,9,1,0,0,0,1,84.35,1745.2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
706,1752-OZXFY,1,39,1,0,0,60,1,0,1,16,1,0,0,1,1,59.8,3561.15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
707,8039-EQPIM,1,22,1,0,0,69,0,0,1,59,1,1,1,0,0,60.25,4055.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
708,9975-GPKZU,1,62,1,1,0,46,1,0,0,0,0,0,0,0,0,19.75,856.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
709,8710-YGLWG,1,44,0,0,0,1,1,0,1,13,0,0,0,1,1,44.9,44.9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
710,4670-TABXH,1,53,1,0,0,72,1,1,1,17,1,1,1,1,1,109.75,7758.9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
711,7354-OIJLX,1,52,0,0,0,9,1,1,1,11,0,0,0,1,1,75.85,724.65,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
712,7109-MFBYV,1,28,0,0,0,26,1,0,1,42,0,0,0,1,0,45.45,1233.15,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
713,0902-XKXPN,1,29,1,1,0,69,1,0,0,0,0,0,0,0,0,20.2,1376.5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
714,4425-OWHWB,0,32,0,0,0,20,1,0,0,0,0,0,0,0,1,19.35,433.75,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
715,5555-RNPGT,1,61,0,1,0,10,1,1,0,0,0,0,0,0,0,24.8,223.9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
716,9258-CNWAC,0,23,1,1,0,71,1,1,1,41,1,1,1,1,0,113.65,8166.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
717,9779-DPNEJ,0,59,1,1,0,22,1,0,1,29,0,1,1,1,1,80.15,1790.65,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
718,6340-DACFT,0,37,1,1,0,50,1,0,0,0,0,0,0,0,0,20.55,1070.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
719,1099-BTKWT,0,58,1,0,0,68,0,0,1,11,1,1,1,1,1,54.4,3723.65,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
720,0479-HMSWA,0,63,0,1,0,26,1,0,1,19,1,1,1,1,1,105.45,2715.3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
721,8084-OIVBS,0,31,0,0,0,11,1,0,0,0,0,0,0,0,0,20.0,211.95,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
722,0266-GMEAO,1,43,1,1,0,72,1,1,1,13,1,1,1,1,1,114.3,8058.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
723,1337-BOZWO,1,25,1,1,0,18,0,0,1,59,1,0,0,1,0,46.4,812.4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
724,1167-OYZJF,0,65,1,0,1,67,1,0,0,0,0,0,0,0,1,20.05,1263.05,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
725,3914-FDRHP,1,25,0,0,0,9,1,0,1,59,1,0,0,1,0,86.25,770.5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
726,4195-PNGZS,1,23,1,1,0,69,1,1,0,0,0,0,0,0,0,24.45,1718.2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
727,5384-ZTTWP,0,49,1,1,0,15,1,0,0,0,0,0,0,0,0,19.8,272.95,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
728,3594-IVHJZ,0,31,0,0,0,2,1,0,0,0,0,0,0,0,1,20.45,42.45,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
729,0531-XBKMM,1,37,0,1,0,66,1,1,1,17,0,0,0,1,0,65.7,4378.9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
730,5399-ZIMKF,1,58,0,0,0,5,1,0,1,16,0,0,0,1,1,74.65,383.65,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
731,1548-ARAGG,0,28,1,1,0,4,1,1,1,52,0,0,0,1,1,58.5,224.85,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
732,2782-LFZVW,0,52,0,0,0,11,1,1,1,10,0,1,1,0,1,58.95,601.6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
733,0481-SUMCB,0,74,0,0,1,45,1,1,1,15,1,1,0,1,1,102.15,4735.35,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
734,4724-WXVWF,1,28,0,0,0,48,1,1,1,46,0,1,1,1,1,95.4,4445.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
735,0839-QNXME,0,35,0,0,0,30,1,0,0,0,0,0,0,0,0,19.4,578.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
736,4002-BQWPQ,1,59,0,0,0,25,1,1,1,23,0,1,1,1,0,81.75,2028.8,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
737,3094-JOJAI,1,63,0,0,0,18,1,1,1,20,0,0,0,1,0,74.15,1387.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
738,8295-KMENE,0,33,1,1,0,59,1,1,1,15,1,0,0,1,1,76.45,4519.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
739,7916-VCCPB,0,58,1,1,0,16,1,0,1,20,0,0,0,1,0,73.25,1195.75,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
740,4815-GBTCD,0,55,1,0,0,4,0,0,1,29,0,0,0,1,1,25.15,99.95,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
741,5002-GCQFH,1,30,1,0,0,49,1,1,1,26,1,0,0,0,1,93.85,4733.1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
742,6734-GMPVK,1,34,0,0,0,5,1,1,1,30,1,1,1,1,0,105.3,550.6,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
743,4304-XUMGI,1,74,1,1,1,50,1,1,1,18,0,1,1,1,1,75.15,3822.45,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
744,8046-DNVTL,1,56,1,0,0,62,0,0,1,29,0,0,0,1,1,38.6,2345.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
745,6621-NRZAK,0,40,1,1,0,63,1,0,0,0,0,0,0,0,0,20.0,1209.25,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
746,6598-KELSS,1,40,0,1,0,50,0,0,1,76,1,0,0,1,1,43.05,2208.05,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
747,9097-ZUBYC,1,39,1,0,0,14,1,0,1,24,0,0,0,1,0,48.8,664.4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
748,6860-YRJZP,1,66,0,0,1,9,1,1,1,25,0,0,0,1,1,74.05,678.45,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
749,0668-OGMHD,0,20,1,0,0,21,0,0,1,59,0,0,0,1,0,28.5,629.35,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
750,4521-YEEHE,0,23,1,0,0,18,1,1,1,59,1,0,1,1,1,88.85,1594.75,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
751,5206-XZZQI,1,56,0,0,0,53,1,0,1,29,0,0,0,0,1,80.6,4348.1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
752,6128-AQBMT,1,65,1,0,1,41,0,0,1,9,1,1,1,1,1,53.95,2215.4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
753,3640-JQGJG,1,25,1,1,0,13,1,0,1,59,0,0,0,0,0,44.8,559.2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
754,9500-IWPXQ,0,52,1,1,0,61,1,1,1,20,0,1,1,1,1,79.4,4820.55,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
755,7815-PDTHL,1,64,0,0,0,35,1,0,0,0,0,0,0,0,1,20.2,684.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
756,3317-VLGQT,0,50,1,0,0,14,1,0,1,16,0,1,1,1,1,78.1,1122.4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
757,7820-ZYGNY,1,33,0,0,0,63,1,1,1,28,0,1,1,0,0,90.45,5825.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
758,4707-MAXGU,1,36,1,0,0,72,1,1,0,0,0,0,0,0,0,25.85,1872.2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
759,7945-PRBVF,1,47,0,0,0,35,1,0,0,0,0,0,0,0,0,21.45,705.45,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
760,6137-NICCO,0,39,1,1,0,6,1,1,1,19,1,0,0,1,1,94.05,518.75,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
761,3190-FZATL,1,49,0,1,0,14,1,0,0,0,0,0,0,0,0,19.95,268.4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
762,0526-SXDJP,1,36,1,0,0,72,0,0,1,17,0,0,0,1,0,42.1,2962.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
763,2230-XTUWL,0,20,1,1,0,48,1,0,0,0,0,0,0,0,0,19.55,883.35,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
764,7663-CUXZB,1,34,1,0,0,59,1,1,1,19,1,1,1,1,0,113.75,6561.25,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
765,7115-IRDHS,0,64,1,0,0,72,1,1,0,0,0,0,0,0,0,24.65,1830.05,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
766,1338-CECEE,1,28,1,0,0,41,1,1,1,51,1,0,0,1,0,68.5,2839.95,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
767,0422-OHQHQ,0,23,1,0,0,15,1,0,0,0,0,0,0,0,0,20.55,295.95,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
768,4884-TVUQF,0,80,0,0,1,57,1,1,1,17,0,1,1,1,0,101.3,5779.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
769,4706-DGAHW,1,73,0,0,1,1,1,0,1,15,0,0,0,1,0,45.2,45.2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
770,1818-ESQMW,0,31,0,0,0,27,1,0,1,2,0,1,1,1,1,89.2,2383.6,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
771,7643-RCHXS,0,31,1,1,0,63,1,0,0,0,0,0,0,0,0,19.35,1263.85,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
772,9837-FWLCH,1,39,1,1,0,12,1,0,0,0,0,0,0,0,1,19.2,239.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
773,5312-TSZVC,0,36,0,0,0,15,1,0,0,0,0,0,0,0,0,19.65,270.6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
774,4431-EDMIQ,0,47,1,1,0,7,1,0,1,53,1,0,0,1,1,75.7,554.05,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
775,2252-JHJGE,1,24,0,0,0,61,1,1,1,48,1,1,1,1,0,104.0,6363.45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
776,0018-NYROU,0,58,1,0,0,5,1,0,1,10,0,0,0,1,1,68.95,351.5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
777,0557-ASKVU,0,43,1,0,0,18,1,0,1,7,0,0,0,1,1,54.4,957.1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
778,6538-POCHL,1,59,0,0,0,33,1,0,1,19,0,0,0,1,1,79.0,2576.8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
779,4833-QTJNO,1,66,1,0,1,67,1,1,1,20,0,0,0,1,0,83.85,5588.8,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
780,6158-HDPXZ,1,31,0,0,0,1,0,0,1,13,0,0,0,1,0,25.35,25.35,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
781,0225-ZORZP,1,46,0,0,0,3,1,0,1,26,0,1,1,1,0,84.3,235.05,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
782,1452-VOQCH,1,61,0,0,0,1,1,1,1,28,0,0,0,1,1,75.1,75.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
783,4700-UBQMV,1,42,1,1,0,21,1,1,1,23,1,1,1,1,1,75.9,1549.75,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
784,4114-QMKVN,0,25,1,1,0,56,1,1,1,76,0,1,1,0,0,68.75,3815.4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
785,7950-XWOVN,1,60,0,0,0,11,0,0,1,22,0,0,0,0,0,34.7,383.55,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
786,5442-BHQNG,0,32,0,0,0,2,1,0,1,9,0,0,0,1,0,70.35,139.25,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
787,4815-TUMEQ,0,25,0,0,0,10,1,0,0,0,0,0,0,0,1,19.3,185.2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
788,0112-QAWRZ,1,49,1,1,0,16,1,1,1,12,1,0,0,1,1,90.8,1442.2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
789,3428-MMGUB,1,34,0,0,0,60,1,1,1,10,1,0,0,1,1,89.55,5231.2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
790,4329-YPDDQ,1,40,0,0,0,20,1,0,1,18,1,1,1,1,1,108.2,2203.7,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
791,6421-SZVEM,0,30,1,1,0,28,1,0,1,69,0,1,1,1,1,82.85,2320.8,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
792,5216-WASFJ,0,68,1,0,1,31,1,1,1,3,0,1,1,1,1,84.85,2633.4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
793,2887-JPYLU,0,58,0,1,0,41,1,0,1,28,0,0,0,1,0,45.2,1841.9,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
794,5451-MHQOF,1,64,1,0,0,56,1,1,0,0,0,0,0,0,1,24.45,1431.65,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
795,8413-YNHNV,1,42,0,0,0,69,1,1,1,22,1,1,1,1,0,90.65,6322.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
796,6050-FFXES,0,51,1,0,0,69,1,1,1,6,1,1,1,0,0,105.35,7240.65,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
797,4232-JGKIY,1,22,0,0,0,1,1,0,0,0,0,0,0,0,0,19.2,19.2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
798,9585-KKMFD,1,24,1,1,0,41,1,0,0,0,0,0,0,0,1,20.0,879.8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
799,6969-MVBAI,0,66,0,0,1,9,1,1,1,4,1,0,0,1,1,90.1,816.8,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
800,0959-WHOKV,1,28,0,0,0,42,1,1,1,48,0,1,1,1,1,99.0,4298.45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
801,6292-TOSSS,1,64,0,0,0,50,1,1,0,0,0,0,0,0,0,24.9,1195.25,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
802,2977-CEBSX,0,61,0,0,0,66,1,1,1,24,1,1,1,1,1,90.05,5965.95,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
803,2739-CACDQ,0,79,0,0,1,17,1,1,1,25,0,0,0,1,1,82.65,1470.05,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
804,1709-EJDOX,0,33,1,1,0,47,1,0,0,0,0,0,0,0,0,19.75,948.9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
805,9799-CAYJJ,0,79,1,0,1,2,1,0,1,2,0,0,0,1,1,69.3,153.8,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
806,0654-PQKDW,0,58,1,1,0,62,1,0,1,20,1,0,0,1,1,70.75,4263.45,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
807,9885-AIBVB,1,62,1,0,0,29,1,1,1,16,0,0,0,0,1,85.8,2440.25,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
